28,079,008,08,08,02,2024,04,12,32,V,8,V,9,V,11,V,10,V,17,V,37,V,79,V,96,V,90,V,57,V,43,V,29,V,16,V,17,V,25,V,25,V,29,V,26,V,35,V,66,V,57,V,76,V,54,V
28,079,008,08,08,02,2024,04,13,86,V,71,V,104,V,89,V,43,V,29,V,41,V,36,V,29,V,27,V,23,V,19,V,23,V,24,V,25,V,23,V,17,V,19,V,21,V,31,V,58,V,58,V,51,V,56,V
28,079,008,08,08,02,2024,04,14,53,V,102,V,81,V,34,V,41,V,35,V,16,V,16,V,17,V,25,V,18,V,18,V,20,V,12,V,13,V,14,V,10,V,13,V,22,V,20,V,24,V,34,V,59,V,50,V
28,079,008,08,08,02,2024,04,15,33,V,17,V,17,V,36,V,42,V,51,V,51,V,58,V,60,V,71,V,77,V,87,V,70,V,38,V,27,V,13,V,13,V,15,V,17,V,19,V,19,V,21,V,24,V,23,V
28,079,008,08,08,02,2024,04,16,22,V,13,V,17,V,21,V,10,V,9,V,24,V,50,V,60,V,54,V,41,V,30,V,30,V,25,V,26,V,14,V,12,V,20,V,23,V,16,V,19,V,25,V,22,V,18,V
28,079,008,08,08,02,2024,04,17,18,V,20,V,6,V,3,V,3,V,4,V,9,V,26,V,32,V,26,N,19,V,17,V,14,V,14,V,11,V,13,V,14,V,15,V,14,V,22,V,27,V,34,V,13,V,11,V
28,079,008,08,08,02,2024,04,18,11,V,20,V,8,V,5,V,4,V,6,V,12,V,28,V,33,V,29,V,24,V,17,V,14,V,11,V,12,V,9,V,11,V,12,V,14,V,18,V,22,V,20,V,11,V,13,V
28,079,008,08,08,02,2024,04,19,14,V,7,V,4,V,4,V,4,V,7,V,11,V,24,V,39,V,32,V,25,V,19,V,17,V,13,V,14,V,13,V,11,V,16,V,18,V,18,V,39,V,39,V,62,V,73,V
28,079,008,08,08,02,2024,04,20,35,V,19,V,18,V,19,V,34,V,18,V,24,V,28,V,23,V,21,V,19,V,12,V,13,V,9,V,8,V,5,V,7,V,10,V,9,V,13,V,25,V,38,V,25,V,14,V
28,079,008,08,08,02,2024,04,21,11,V,8,V,7,V,6,V,9,V,9,V,10,V,10,V,9,V,10,V,15,V,9,V,10,V,10,V,8,V,9,V,8,V,7,V,7,V,13,V,28,V,37,V,22,V,10,V
28,079,008,08,08,02,2024,04,22,13,V,11,V,6,V,3,V,3,V,6,V,10,V,25,V,35,V,30,N,16,N,14,V,12,V,10,V,10,V,6,V,9,V,13,V,14,V,14,V,14,V,12,V,9,V,8,V
28,079,008,08,08,02,2024,04,23,15,V,6,V,6,V,3,V,4,V,6,V,12,V,34,V,43,V,30,V,21,V,20,V,17,V,12,V,8,V,9,V,10,V,12,V,14,V,15,V,17,V,17,V,12,V,8,V
28,079,008,08,08,02,2024,04,24,6,V,4,V,4,V,4,V,3,V,6,V,17,V,35,V,41,V,32,V,22,V,22,V,24,V,27,V,29,V,22,N,15,V,20,V,23,V,29,V,23,V,27,V,31,V,39,V
28,079,008,08,08,02,2024,04,25,38,V,27,V,20,V,19,V,19,V,33,V,38,V,50,V,58,V,46,V,50,V,37,V,41,V,26,V,18,V,28,V,20,V,21,V,14,V,12,V,18,V,26,V,27,V,27,V
28,079,008,08,08,02,2024,04,26,21,V,11,V,12,V,12,V,6,V,10,V,17,V,40,V,45,V,50,V,50,V,30,V,18,V,17,V,17,V,18,V,16,V,15,V,18,V,20,V,21,V,22,V,20,V,14,V
28,079,008,08,08,02,2024,04,27,11,V,8,V,6,V,9,V,7,V,6,V,9,V,9,V,12,V,12,V,19,V,11,V,13,V,11,V,15,V,10,V,7,V,9,V,12,V,16,V,19,V,23,V,26,V,21,V
28,079,008,08,08,02,2024,04,28,22,V,18,V,21,V,12,V,15,V,18,V,33,V,32,V,33,V,27,V,17,V,13,V,7,V,5,V,4,V,4,V,7,V,6,V,10,V,11,V,18,V,28,V,19,V,19,V
